brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
20284,for_sale,50000,3,1,1.08,872161,Rusk,Texas,75785,1020,2022-05-25
16346,for_sale,899900,4,5,1.49,987872,Nacogdoches,Texas,75964,3600,
57433,for_sale,8500,,,0.33,1995171,Alto,Texas,75925,,
57433,for_sale,99500,,,5.02,1894030,Alto,Texas,75925,,
99388,for_sale,120000,,,0.71,516928,Troup,Texas,75789,,2022-04-19
57433,for_sale,229900,,,26.25,1220750,Gallatin,Texas,75964,,
105761,for_sale,650000,,,173,383367,Troup,Texas,75789,,2022-04-20
44881,for_sale,1474200,,,196.56,521185,Rusk,Texas,75785,,
37235,for_sale,150000,,,0.72,589107,Wells,Texas,75976,,
4986,for_sale,89900,3,1,0.22,365659,Wells,Texas,75976,1675,
81875,for_sale,84500,3,2,0.32,1543980,Rusk,Texas,75785,1928,2022-03-21
109085,for_sale,245900,3,2,,209263,Troup,Texas,75789,1506,
15551,for_sale,49900,3,1,0.25,1192557,Wells,Texas,75976,840,
6369,for_sale,89500,3,1,0.23,823932,Rusk,Texas,75785,1728,2022-04-22
81875,for_sale,159900,3,2,,747211,Rusk,Texas,75785,1781,2022-06-30
81875,for_sale,449900,3,3,6.39,1418708,Rusk,Texas,75785,2590,2022-04-28
74611,for_sale,475000,2,2,19.83,1733173,Rusk,Texas,75785,1400,2022-04-27
67676,for_sale,89900,,,9.79,1761005,Alto,Texas,75925,,
16346,for_sale,192000,,,16,436117,Douglass,Texas,75943,,
97821,for_sale,180000,3,1,2.65,179263,Alto,Texas,75925,1421,
98297,for_sale,75000,2,1,2.08,1041396,Rusk,Texas,75785,1317,2022-04-15
97821,for_sale,125000,3,2,4.05,1242584,Alto,Texas,75925,1165,2022-04-22
81875,for_sale,165000,3,2,0.31,1062365,Rusk,Texas,75785,1853,2015-07-10
44530,for_sale,42500,,,1.79,1344740,Troup,Texas,75789,,
19044,for_sale,285000,3,2,5.42,641093,Troup,Texas,75789,2133,2022-01-05
53489,for_sale,78900,3,2,0.83,940039,Troup,Texas,75789,1216,
68535,for_sale,177000,3,3,0.39,630954,Troup,Texas,75789,1976,2022-04-19
68535,for_sale,174900,3,3,0.24,908608,Rusk,Texas,75785,2121,2022-04-22
53489,for_sale,199900,3,2,,479037,Rusk,Texas,75785,1988,2022-04-08
77621,for_sale,279900,3,2,0.39,643074,Troup,Texas,75789,2148,2022-04-29
77621,for_sale,20000,,,0.5,1574435,Troup,Texas,75789,,2022-04-13
57433,for_sale,112500,,,15.06,78776,Pollok,Texas,75969,,
57433,for_sale,482000,,,69.61,1499179,Alto,Texas,75925,,
53016,for_sale,1650000,,,40,582933,Alto,Texas,75925,1568,
53489,for_sale,99900,3,1,,1764672,Troup,Texas,75789,904,2022-05-02
81875,for_sale,419000,2,3,1.82,867569,Rusk,Texas,75785,2212,
22106,for_sale,599000,3,3,20.9,1270553,Rusk,Texas,75785,3000,
81875,for_sale,128000,3,1,0.53,435826,Rusk,Texas,75785,1264,2022-05-17
81875,for_sale,470000,3,4,7.12,79756,Rusk,Texas,75785,1020,2022-04-20
10609,for_sale,249900,3,2,1,693789,Troup,Texas,75789,1782,2022-04-26
53463,for_sale,1790000,4,5,1.19,1254749,Nacogdoches,Texas,75964,4663,
103102,for_sale,599500,4,4,7.57,513600,Rusk,Texas,75785,3376,
53463,for_sale,230000,4,2,0.96,440318,Alto,Texas,75925,2100,2020-09-16
29652,for_sale,375000,3,3,7.1,1697379,Alto,Texas,75925,3000,
88256,for_sale,168000,3,2,0.16,612833,Troup,Texas,75789,1200,
26199,for_sale,394900,4,4,3,790038,Alto,Texas,75925,2476,
22036,for_sale,200000,3,2,,1171794,Troup,Texas,75789,1541,2022-04-29
10609,for_sale,225000,3,2,2.77,647640,Troup,Texas,75789,1375,2022-04-25
81875,for_sale,245000,3,2,0.62,143998,Rusk,Texas,75785,1728,2022-04-21
20449,for_sale,558300,,,37.22,831330,Troup,Texas,75789,,
57119,for_sale,157500,,,21,1893104,Crockett,Texas,75835,,
25724,for_sale,50000,,,0.56,220514,Lindale,Texas,75706,,
13362,for_sale,236000,3,2,8,861806,Quitman,Texas,75783,1558,
15830,for_sale,153000,2,2,0.94,819275,Quitman,Texas,75783,1216,
15642,for_sale,96500,2,1,,1913378,Quitman,Texas,75783,839,
15642,for_sale,96500,2,1,,1974872,Quitman,Texas,75783,839,2022-04-22
76973,for_sale,10000,,,0.1,1895160,Quitman,Texas,75783,,
76973,for_sale,50000,,,0.12,186916,Quitman,Texas,75783,,
30632,for_sale,9900,,,0.17,1861804,Quitman,Texas,75783,,
15830,for_sale,18900,,,0.19,1921963,Quitman,Texas,75783,,2022-03-25
77749,for_sale,19900,,,0.27,1865128,Quitman,Texas,75783,,
97861,for_sale,159000,,,11,1865486,Quitman,Texas,75783,,
97861,for_sale,159000,,,11,1865486,Quitman,Texas,75783,,2022-04-08
76973,for_sale,25000,,,0.09,901329,Quitman,Texas,75783,,
36794,for_sale,83800,,,3,1864905,Quitman,Texas,75783,,
76973,for_sale,7900,,,0.08,1997615,Quitman,Texas,75783,,
77749,for_sale,609000,4,3,33.07,1445054,Quitman,Texas,75783,2394,
76973,for_sale,49900,,,0.19,1853044,Quitman,Texas,75783,,
76973,for_sale,120000,,,15.8,1350615,Quitman,Texas,75783,,
33748,for_sale,26000,,,0.36,1895158,Quitman,Texas,75783,,
14200,for_sale,50000,,,1.3,1141750,Quitman,Texas,75783,,
97861,for_sale,168000,,,12,1974000,Quitman,Texas,75783,,
15830,for_sale,19500,,,0.29,981900,Quitman,Texas,75783,,
30620,for_sale,186000,,,14.34,1864967,Quitman,Texas,75783,,
77749,for_sale,300000,,,29.18,1981512,Quitman,Texas,75783,,
91625,for_sale,900000,2,1,50,886165,Quitman,Texas,75783,1122,
76973,for_sale,119000,,,0.21,1897672,Quitman,Texas,75783,,
95395,for_sale,15000,,,0.13,1882654,Frankston,Texas,75763,1006,
105934,for_sale,51000,3,2,0.57,1779335,Palestine,Texas,75801,1392,2022-03-21
15686,for_sale,240000,3,3,1.66,84626,Palestine,Texas,75801,2802,2022-03-22
57119,for_sale,279000,2,2,0.44,914195,Elkhart,Texas,75839,1798,
53489,for_sale,1699000,4,4,49.54,1262633,Frankston,Texas,75763,5651,2022-04-19
39352,for_sale,5000,,,0.14,1882654,Frankston,Texas,75763,,
10609,for_sale,10000,,,,380469,Bullard,Texas,75757,,
15686,for_sale,15000,,,0.22,1976224,Frankston,Texas,75763,,
263,for_sale,575000,3,2,11.71,1681796,Elkhart,Texas,75839,1706,2021-07-02
81875,for_sale,22000,,,0.78,1729640,Bullard,Texas,75757,,
56685,for_sale,98000,,,13.46,2554,Palestine,Texas,75801,,
94036,for_sale,750000,,,62,1198175,Palestine,Texas,75801,,
33714,for_sale,30000,,,0.41,168721,Bullard,Texas,75757,,
33714,for_sale,50000,,,0.92,300418,Bullard,Texas,75757,,
88256,for_sale,549999,4,3,10.4,54012,Bullard,Texas,75757,3077,2010-06-29
94038,for_sale,45000,,,1.07,1328296,Palestine,Texas,75801,,2022-04-15
33714,for_sale,70000,,,1.07,1167171,Bullard,Texas,75757,,
15686,for_sale,218230,,,27.8,2555,Palestine,Texas,75801,,
43464,for_sale,449900,,,78,502,Elkhart,Texas,75839,,
92823,for_sale,40000,,,4.13,1957190,Elkhart,Texas,75839,,
56685,for_sale,225000,,,19.99,2828,Elkhart,Texas,75839,,
33714,for_sale,20000,,,0.28,876116,Bullard,Texas,75757,,
23432,for_sale,323000,,,38.02,150,Palestine,Texas,75803,,
57894,for_sale,336000,,,42,139,Elkhart,Texas,75853,,
58559,for_sale,1413585,,,283,1985516,Palestine,Texas,75803,,
94038,for_sale,54000,,,4.07,1140423,Elkhart,Texas,75839,,
56685,for_sale,160800,,,32.16,2830,Palestine,Texas,75803,,
94038,for_sale,49000,,,0.22,389477,Bullard,Texas,75757,,2022-04-27
57119,for_sale,997000,2,2,40,487464,Palestine,Texas,75801,2128,
56685,for_sale,483300,,,96.66,1974383,Palestine,Texas,75803,,
43464,for_sale,65000,,,6.4,604,Palestine,Texas,75803,,
57119,for_sale,997000,2,2,40,487470,Palestine,Texas,75801,2128,
95766,for_sale,5600000,,,1097.92,1882018,Palestine,Texas,75801,,
81875,for_sale,95000,,,0.34,1012099,Bullard,Texas,75757,,
56685,for_sale,105000,3,2,,1561645,Palestine,Texas,75801,1844,
56685,for_sale,189000,1,1,14.81,1658458,Elkhart,Texas,75839,495,
10609,for_sale,40000,3,2,,137700,Frankston,Texas,75763,1050,2022-01-28
45087,for_sale,60000,2,2,0.54,1650163,Frankston,Texas,75763,1056,2019-12-17
13676,for_sale,285000,3,2,0.5,1594686,Palestine,Texas,75801,2700,
23432,for_sale,275000,3,2,,329473,Elkhart,Texas,75839,2230,
33968,for_sale,218000,3,1,2.64,512395,Palestine,Texas,75801,1689,2022-04-15
10021,for_sale,90000,3,1,0.24,630694,Palestine,Texas,75801,1172,
56685,for_sale,299000,3,3,0.23,932540,Palestine,Texas,75801,2852,
56685,for_sale,269900,4,2,0.55,31300,Palestine,Texas,75801,2177,
23432,for_sale,15000,,,2,1927228,Palestine,Texas,75801,,
94038,for_sale,185000,3,2,0.61,1657876,Frankston,Texas,75763,1680,2022-04-11
74504,for_sale,75000,,,10,13084,Palestine,Texas,75801,,
47403,for_sale,50000,,,11,2457,Palestine,Texas,75803,,
50091,for_sale,14500,,,0.77,1729640,Bullard,Texas,75757,,
53489,for_sale,13000,,,1.06,1326022,Palestine,Texas,75801,,
22036,for_sale,1399000,3,3,48,380752,Palestine,Texas,75803,3262,
57119,for_sale,2275000,3,3,325.47,1561384,Palestine,Texas,75801,1816,
23432,for_sale,10000,,,0.13,1769359,Palestine,Texas,75801,,
23432,for_sale,10000,,,0.14,1975266,Palestine,Texas,75801,,
23432,for_sale,10000,,,0.13,1764352,Palestine,Texas,75801,,
23432,for_sale,8000,,,0.13,1768261,Palestine,Texas,75801,,
15686,for_sale,31500,,,2.9,1976403,Elkhart,Texas,75839,,
109085,for_sale,9500,,,0.21,727553,Bullard,Texas,75757,,
23432,for_sale,11000,,,0.17,643047,Palestine,Texas,75801,,
23432,for_sale,185000,,,15.25,1975601,Palestine,Texas,75801,,
58935,for_sale,319987,,,35.57,1839584,Grapeland,Texas,75844,,
81875,for_sale,23000,,,0.32,73099,Bullard,Texas,75757,,2022-03-04
53489,for_sale,115000,,,1.91,1005238,Bullard,Texas,75757,,2022-04-22
33714,for_sale,70000,,,1.22,1324250,Bullard,Texas,75757,,
43464,for_sale,75900,,,11.69,644,Palestine,Texas,75803,,
53489,for_sale,485000,,,42.25,1129068,Frankston,Texas,75763,,
23432,for_sale,30000,,,0.45,1478015,Palestine,Texas,75801,,
24332,for_sale,144900,,,0.47,581144,Bullard,Texas,75757,,2022-05-05
99388,for_sale,445000,,,1.3,1240752,Bullard,Texas,75757,,2022-04-01
53489,for_sale,73900,,,0.25,903643,Bullard,Texas,75757,,2016-08-03
56685,for_sale,75000,2,1,0.26,1333991,Palestine,Texas,75801,1609,
94038,for_sale,105000,2,2,,1550413,Frankston,Texas,75763,1044,2022-03-24
93996,for_sale,165000,1,1,0.7,1557154,Bullard,Texas,75757,620,2022-04-29
5030,for_sale,179000,3,2,7.64,778144,Elkhart,Texas,75839,1536,
53489,for_sale,440000,4,4,,691461,Frankston,Texas,75763,4474,
24673,for_sale,425000,3,2,33.7,1081576,Frankston,Texas,75763,1864,
53489,for_sale,135000,3,2,0.74,76459,Palestine,Texas,75803,1189,2022-04-11
31016,for_sale,15000,,,0.41,1119343,Bullard,Texas,75757,,
65286,for_sale,10500,,,0.22,629697,Bullard,Texas,75757,,
81875,for_sale,10000,,,0.22,800472,Bullard,Texas,75757,,
10609,for_sale,8000,,,,1502604,Bullard,Texas,75757,,
65286,for_sale,12500,,,0.33,1387526,Bullard,Texas,75757,,
105309,for_sale,525000,5,3,19.42,662990,Palestine,Texas,75803,3530,2022-04-15
81875,for_sale,23000,,,0.23,1737930,Bullard,Texas,75757,,
53489,for_sale,299000,4,3,2.64,1134972,Palestine,Texas,75803,2254,2022-04-29
81875,for_sale,23000,,,0.18,311879,Bullard,Texas,75757,,
25138,for_sale,164500,3,2,,1325670,Palestine,Texas,75801,1459,
47403,for_sale,142500,3,2,0.22,991093,Palestine,Texas,75803,1298,
65286,for_sale,19500,,,0.31,1283856,Bullard,Texas,75757,,
65286,for_sale,18500,,,0.31,1170862,Bullard,Texas,75757,,
81875,for_sale,20000,,,0.31,1305475,Bullard,Texas,75757,,
65286,for_sale,8500,,,0.23,1274323,Bullard,Texas,75757,,
99530,for_sale,150000,,,15,1748093,Bullard,Texas,75757,,2022-04-20
23432,for_sale,105000,,,10,1974382,Elkhart,Texas,75839,,
62767,for_sale,209900,3,2,,519791,Bullard,Texas,75757,1344,2022-04-20
81875,for_sale,25000,,,0.24,1744228,Bullard,Texas,75757,,
108975,for_sale,460000,2,2,0.5,176665,Frankston,Texas,75763,1200,2022-04-20
19903,for_sale,360000,,,36.74,1443083,Palestine,Texas,75803,,2020-06-22
15331,for_sale,175000,,,7,1629832,Bullard,Texas,75757,,2022-05-15
46635,for_sale,2900000,3,3,200.37,1271045,Palestine,Texas,75801,3555,
15331,for_sale,157500,,,7,1660995,Bullard,Texas,75757,,2022-05-10
53489,for_sale,485000,4,6,9.5,1831086,Bullard,Texas,75757,4436,2022-05-31
15686,for_sale,548000,,,25.13,2719,Palestine,Texas,75801,,
81875,for_sale,185000,2,2,0.2,577909,Bullard,Texas,75757,1138,2022-04-18
94038,for_sale,93000,2,1,0.16,645978,Palestine,Texas,75801,1155,2019-07-22
85316,for_sale,220000,2,1,2.5,311314,Palestine,Texas,75803,1740,
72771,for_sale,131000,3,1,,633861,Palestine,Texas,75803,1295,2019-09-04
81875,for_sale,60000,2,2,,581188,Bullard,Texas,75757,952,2022-04-15
81875,for_sale,415000,4,2,1.3,747726,Bullard,Texas,75757,2050,2022-04-21
105934,for_sale,84588,,,14.1,1271207,Rusk,Texas,75785,,
67723,for_sale,80000,4,3,0.99,760256,Bullard,Texas,75757,2098,2022-05-31
23432,for_sale,48000,2,1,0.56,1788335,Palestine,Texas,75801,960,2018-04-09
110016,for_sale,169500,3,2,0.21,152390,Palestine,Texas,75801,1884,
56685,for_sale,115000,3,1,0.34,93520,Palestine,Texas,75803,1082,
56685,for_sale,168500,3,2,11.91,550912,Palestine,Texas,75803,1296,
15686,for_sale,144900,3,2,0.19,401365,Palestine,Texas,75803,1136,
62767,for_sale,5000,,,1.81,1849033,Mineola,Texas,75773,,2022-03-18
65286,for_sale,9900,,,0.14,1963318,Mineola,Texas,75773,,
62767,for_sale,5000,,,1.02,1849034,Mineola,Texas,75773,,2022-03-29
57694,for_sale,47000,,,2,1863859,Mineola,Texas,75773,,
57694,for_sale,47000,,,2,1863858,Mineola,Texas,75773,,
57694,for_sale,47000,,,2,1863856,Mineola,Texas,75773,,
57694,for_sale,47000,,,2,1863857,Mineola,Texas,75773,,
57694,for_sale,499999,4,2,15.65,841242,Mineola,Texas,75773,2740,
62767,for_sale,35000,,,0.63,1849024,Mineola,Texas,75773,,
53489,for_sale,35000,,,0.51,1863758,Mineola,Texas,75773,,2022-03-24
52794,for_sale,200000,,,9.9,1167164,Mineola,Texas,75773,,
62767,for_sale,25000,,,0.47,1849029,Mineola,Texas,75773,,
57694,for_sale,299000,,,16.13,1865332,Mineola,Texas,75773,,
15642,for_sale,117500,,,1.3,1911716,Mineola,Texas,75773,,
23665,for_sale,2500000,4,4,5.02,1569979,Mineola,Texas,75773,3997,
15642,for_sale,230000,3,2,0.23,307079,Mineola,Texas,75773,1286,
15642,for_sale,250000,3,2,0.22,360647,Mineola,Texas,75773,1401,2022-04-08
15642,for_sale,242000,3,2,0.2,397937,Mineola,Texas,75773,1348,2022-04-15
15642,for_sale,520000,,,35.38,1958322,Mineola,Texas,75773,,
49509,for_sale,340500,4,2,0.51,230229,Mineola,Texas,75773,1899,2022-01-19
15642,for_sale,660500,,,44.96,1911713,Mineola,Texas,75773,,
15642,for_sale,242000,3,2,0.22,377933,Mineola,Texas,75773,1348,2022-05-09
15642,for_sale,302500,3,2,1.1,181002,Mineola,Texas,75773,1657,2022-05-23
15642,for_sale,308000,4,2,0.45,132090,Mineola,Texas,75773,1665,2022-06-27
78772,for_sale,1250000,,,9,1985381,Mineola,Texas,75773,,
78772,for_sale,249000,,,1,1985379,Mineola,Texas,75773,,
78772,for_sale,489000,,,2,1985380,Mineola,Texas,75773,,
15642,for_sale,169000,3,2,6.05,29026,Mineola,Texas,75773,1456,2022-04-20
57694,for_sale,81750,,,3.48,1863860,Mineola,Texas,75773,,
53083,for_sale,2190000,4,3,182.99,1865479,Mineola,Texas,75773,6651,
65286,for_sale,22000,,,0.78,1907575,Mineola,Texas,75773,,
81875,for_sale,60000,,,2.44,1911722,Mineola,Texas,75773,,
53489,for_sale,85000,,,6,1939986,Mineola,Texas,75773,,
81875,for_sale,60000,,,2.37,1911721,Mineola,Texas,75773,,
15642,for_sale,8000,,,0.29,1889654,Mineola,Texas,75773,,
15642,for_sale,306500,3,2,0.45,77662,Mineola,Texas,75773,1657,
81875,for_sale,58000,,,1.23,1863836,Mineola,Texas,75773,,
81875,for_sale,60000,,,1.7,1863838,Mineola,Texas,75773,,
57694,for_sale,269750,,,11.48,1865346,Mineola,Texas,75773,,
91625,for_sale,36000,,,0.53,1977229,Mineola,Texas,75773,,
81875,for_sale,55000,,,1.07,1911720,Mineola,Texas,75773,,
81875,for_sale,60000,,,1.51,1863837,Mineola,Texas,75773,,
91625,for_sale,36000,,,0.53,1865208,Mineola,Texas,75773,,
81875,for_sale,55000,,,0.96,1863841,Mineola,Texas,75773,,
81875,for_sale,50000,,,0.76,1863840,Mineola,Texas,75773,,
81875,for_sale,50000,,,0.75,1863839,Mineola,Texas,75773,,
81875,for_sale,50000,,,0.75,1911718,Mineola,Texas,75773,,
81875,for_sale,50000,,,0.75,1911719,Mineola,Texas,75773,,
29652,for_sale,298000,,,19.09,1893541,Mineola,Texas,75773,,
81875,for_sale,55000,,,0.79,1911717,Mineola,Texas,75773,,
29652,for_sale,130000,,,10.31,758626,Lindale,Texas,75771,,2022-05-11
97029,for_sale,155000,,,5,581050,Lindale,Texas,75771,,
97029,for_sale,155000,,,5,581046,Lindale,Texas,75771,,
97861,for_sale,119600,,,3.43,1881767,Lindale,Texas,75771,,2022-05-18
102991,for_sale,63000,,,2.39,1864086,Lindale,Texas,75771,,
97861,for_sale,208300,,,5.99,1864058,Lindale,Texas,75771,,
81433,for_sale,2352000,4,4,25.36,310006,Lindale,Texas,75771,5525,2021-09-30
97861,for_sale,208300,,,5.97,1864102,Lindale,Texas,75771,,
57694,for_sale,99900,,,2.37,353366,Lindale,Texas,75771,,
57694,for_sale,99900,,,2.21,357638,Lindale,Texas,75771,,
98665,for_sale,84600,,,2.82,749729,Lindale,Texas,75771,,
57694,for_sale,1900000,3,4,99.65,577590,Lindale,Texas,75771,3314,2022-04-13
94038,for_sale,239000,,,2.01,770842,Lindale,Texas,75771,,2022-04-14
98297,for_sale,45000,,,1.75,462310,Lindale,Texas,75771,,
11255,for_sale,99500,,,1.02,626294,Hideaway,Texas,75771,,
11255,for_sale,54000,,,0.52,1831903,Hide A Way,Texas,75771,,
81433,for_sale,2200000,,,42.7,374258,Lindale,Texas,75771,,2006-07-05
15642,for_sale,16900,,,0.5,435475,Lindale,Texas,75771,,
14479,for_sale,110000,,,0.95,1925123,Lindale,Texas,75771,,
57694,for_sale,22500,,,0.34,447211,Hide A Way,Texas,75771,,
97861,for_sale,536400,,,19.94,1881766,Lindale,Texas,75771,,2022-01-12
15642,for_sale,27900,,,0.8,432872,Lindale,Texas,75771,,
81875,for_sale,55000,,,0.39,668989,Lindale,Texas,75771,,2007-11-29
98297,for_sale,42500,,,0.5,583277,Lindale,Texas,75771,,
98297,for_sale,42500,,,0.5,580367,Lindale,Texas,75771,,
98297,for_sale,42500,,,0.5,582887,Lindale,Texas,75771,,
98297,for_sale,42500,,,0.5,583470,Lindale,Texas,75771,,
98297,for_sale,42500,,,0.5,582494,Lindale,Texas,75771,,
98297,for_sale,42500,,,0.5,583317,Lindale,Texas,75771,,
98297,for_sale,42500,,,0.5,579015,Lindale,Texas,75771,,
98297,for_sale,42500,,,0.5,582421,Lindale,Texas,75771,,
98297,for_sale,42500,,,0.5,578701,Lindale,Texas,75771,,
98297,for_sale,42500,,,0.5,583466,Lindale,Texas,75771,,
98297,for_sale,42500,,,0.5,582700,Lindale,Texas,75771,,
98297,for_sale,42500,,,0.5,582880,Lindale,Texas,75771,,
98297,for_sale,42500,,,0.5,583289,Lindale,Texas,75771,,
98297,for_sale,42500,,,0.5,583144,Lindale,Texas,75771,,
98297,for_sale,42500,,,0.5,583433,Lindale,Texas,75771,,
15642,for_sale,32900,,,0.64,432363,Lindale,Texas,75771,,
15642,for_sale,30900,,,0.56,434753,Lindale,Texas,75771,,
98297,for_sale,42500,,,0.5,580571,Lindale,Texas,75771,,
94038,for_sale,40000,,,0.64,701107,Lindale,Texas,75771,,
30632,for_sale,178000,3,2,2.99,457139,Lindale,Texas,75771,1344,
57694,for_sale,81900,,,6.3,1865777,Lindale,Texas,75771,,2022-06-22
66037,for_sale,265000,4,2,1.26,429416,Lindale,Texas,75771,2280,2022-04-18
57694,for_sale,81900,,,6.3,1865777,Lindale,Texas,75771,,
109987,for_sale,100000,,,6.08,326973,Lindale,Texas,75771,,2022-04-25
82016,for_sale,290000,3,2,0.3,1182509,Lindale,Texas,75771,1700,
65812,for_sale,58900,,,1,588616,Lindale,Texas,75771,,
65812,for_sale,58900,,,1,588370,Lindale,Texas,75771,,
65055,for_sale,299999,3,2,0.52,717222,Lindale,Texas,75771,1619,2022-05-25
11255,for_sale,1000000,2,2,72,539903,Lindale,Texas,75771,1500,
11255,for_sale,42500,,,,467331,Hideaway,Texas,75771,,
94038,for_sale,359000,2,2,,370360,Lindale,Texas,75771,1056,
11255,for_sale,307500,3,2,0.22,455853,Lindale,Texas,75771,1620,2021-01-05
29652,for_sale,199000,,,5.01,461215,Lindale,Texas,75771,,2022-04-22
33748,for_sale,31900,,,0.56,434525,Lindale,Texas,75771,,2022-04-29
103119,for_sale,175000,,,5,1865719,Lindale,Texas,75771,,
102991,for_sale,129500,,,3.56,578612,Lindale,Texas,75771,,
102991,for_sale,129500,,,3.56,578613,Lindale,Texas,75771,,
65812,for_sale,49000,,,0.5,588340,Lindale,Texas,75771,,
11255,for_sale,69500,,,0.69,498507,Hideaway,Texas,75771,,
97861,for_sale,175000,,,5,728276,Lindale,Texas,75771,,
102991,for_sale,189500,,,5.01,580154,Lindale,Texas,75771,,
102991,for_sale,189500,,,5.01,580153,Lindale,Texas,75771,,
102991,for_sale,195500,,,4.9,580833,Lindale,Texas,75771,,
102991,for_sale,195500,,,4.9,580832,Lindale,Texas,75771,,
97861,for_sale,200000,,,5,728267,Lindale,Texas,75771,,
67398,for_sale,2500000,,,0.54,948317,Lindale,Texas,75771,16890,
57694,for_sale,310999,3,2,,455813,Lindale,Texas,75771,1700,2022-04-18
53489,for_sale,415800,4,4,,455421,Lindale,Texas,75771,2200,2022-02-10
57693,for_sale,310999,3,2,0.21,455812,Lindale,Texas,75771,1700,
97861,for_sale,325000,,,10,722120,Lindale,Texas,75771,,2010-11-24
53489,for_sale,299000,3,2,0.24,455512,Lindale,Texas,75771,1620,2022-05-11
57694,for_sale,332384,,,25.57,1865777,Lindale,Texas,75771,,
97861,for_sale,355000,,,10,1968319,Lindale,Texas,75771,,
57694,for_sale,332384,,,25.57,1974456,Lindale,Texas,75771,,
94489,for_sale,13700000,3,3,933.26,421356,Lindale,Texas,75771,2128,
53489,for_sale,329400,3,2,,455440,Lindale,Texas,75771,1800,2022-03-04
11255,for_sale,269900,3,2,0.35,456654,Hideaway,Texas,75771,1929,2021-03-22
15642,for_sale,285000,3,2,1.61,660242,Lindale,Texas,75771,1439,2016-07-01
108893,for_sale,265000,4,3,0.2,224056,Hideaway,Texas,75771,1857,
15642,for_sale,309000,4,2,,1695356,Lindale,Texas,75771,1848,2022-04-15
32009,for_sale,95000,,,5.01,420999,Lindale,Texas,75771,,
93996,for_sale,238000,3,2,0.63,977444,Hideaway,Texas,75771,1680,2022-04-01
82046,for_sale,220000,3,2,,1163635,Lindale,Texas,75771,1362,2022-05-06
57694,for_sale,400000,3,2,22.47,582409,Lindale,Texas,75771,1200,
51455,for_sale,950000,7,5,24.51,462058,Lindale,Texas,75771,3496,
